time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-05T21:24:10.808Z,66.0046,-166.1571,8,3.3,ml,,,,0.99,ak,ak0201nvzrn5,2020-02-06T01:48:00.136Z,"30km S of Shishmaref, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-07T12:30:29.190Z,17.9038,-66.6961,8,3.3,md,12,212,0.1655,0.22,pr,pr2020038013,2020-02-07T20:33:07.286Z,"5km S of Tallaboa, Puerto Rico",earthquake,0.93,1.19,0.36,7,reviewed,pr,pr
2020-02-08T09:43:43.230Z,17.7056,-66.8715,3,3.3,md,11,255,0.2696,0.32,pr,pr2020039020,2020-02-08T17:46:10.259Z,"29km S of Guanica, Puerto Rico",earthquake,1.5,0.98,0.1,6,reviewed,pr,pr
2020-02-08T05:03:51.190Z,17.8855,-66.8475,14,3.31,md,12,225,0.095,0.21,pr,pr2020039009,2020-02-08T13:06:23.371Z,"15km S of Indios, Puerto Rico",earthquake,1.03,0.67,0.13,8,reviewed,pr,pr
2020-02-02T02:08:09.920Z,19.1566,-68.013,7,3.32,md,12,328,0.9387,0.47,pr,pr2020033014,2020-02-02T10:53:58.818Z,"70km NE of Punta Cana, Dominican Republic",earthquake,25.74,24.56,0.3,8,reviewed,pr,pr
2020-02-04T18:06:28.520Z,17.8518,-66.868,10,3.33,md,11,235,0.1238,0.07,pr,pr2020035042,2020-02-06T18:31:05.040Z,"20km SSE of Guanica, Puerto Rico",earthquake,0.61,0.44,0.14,7,reviewed,pr,pr
2020-02-07T22:40:50.260Z,19.044,-67.6253,10,3.33,md,14,214,0.6755,0.59,pr,pr2020038025,2020-02-08T06:43:28.607Z,"18km NW of Aguadilla, Puerto Rico",earthquake,2.53,31.61,0.36,9,reviewed,pr,pr
2020-02-02T00:34:36.000Z,18.8416,-67.6868,10,3.34,md,15,180,0.5021,0.65,pr,pr2020033003,2020-02-02T08:37:09.259Z,"81km NW of San Antonio, Puerto Rico",earthquake,2.68,31.61,0.21,8,reviewed,pr,pr
2020-02-02T07:14:26.790Z,18.9083,-65.1538,24,3.34,md,16,204,1.0345,0.42,pr,pr2020033028,2020-02-02T19:24:58.876Z,"62km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.49,32.15,0.34,8,reviewed,pr,pr
2020-02-03T16:33:34.960Z,19.095,-67.9043,21,3.38,md,10,324,0.828,0.34,pr,pr2020034028,2020-02-03T17:31:41.040Z,"78km NE of Punta Cana, Dominican Republic",earthquake,2.19,28.4,0.22,5,reviewed,pr,pr
2020-02-02T02:13:19.433Z,66.0006,-166.2279,8.2,3.4,ml,,,,0.51,ak,ak0201im05co,2020-02-05T21:17:16.668Z,"32km SSW of Shishmaref, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-02T19:37:46.860Z,19.2973,-66.0128,10,3.4,md,17,205,0.9694,0.37,pr,pr2020033032,2020-02-03T03:40:17.378Z,"92km N of San Juan, Puerto Rico",earthquake,1.18,31.61,0.16,8,reviewed,pr,pr
2020-02-03T00:34:55.810Z,17.9145,-66.7016,6,3.4,md,13,210,0.1599,0.13,pr,pr2020034001,2020-02-08T00:02:21.738Z,"7km SSE of Tallaboa, Puerto Rico",earthquake,0.61,0.39,0.27,8,reviewed,pr,pr
2020-02-03T20:42:02.308Z,57.0819,-157.8982,0.4,3.4,ml,,,,0.58,ak,ak0201kkfh5a,2020-02-03T22:58:54.040Z,"104km NNE of Chignik Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-08T08:54:02.650Z,17.9261,-66.834,15,3.4,md,11,213,0.0667,0.1,pr,pr2020039017,2020-02-08T10:55:24.875Z,"15km SE of Guanica, Puerto Rico",earthquake,1.05,0.48,0.08,6,reviewed,pr,pr
2020-02-08T08:22:43.070Z,17.8391,-66.8513,3,3.42,md,11,238,0.1388,0.17,pr,pr2020039015,2020-02-08T16:25:25.338Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.6,0.48,0.13,5,reviewed,pr,pr
2020-02-08T02:48:55.430Z,17.9036,-66.8473,14,3.44,md,12,221,0.0783,0.17,pr,pr2020039006,2020-02-08T10:51:34.241Z,"4km SW of Indios, Puerto Rico",earthquake,0.93,0.66,0.08,5,reviewed,pr,pr
2020-02-08T14:42:09.060Z,17.9168,-67.0068,10,3.44,md,12,242,0.1364,0.08,pr,pr2020039033,2020-02-08T22:44:49.528Z,"13km SSE of La Parguera, Puerto Rico",earthquake,0.81,0.72,0.14,5,reviewed,pr,pr
2020-02-07T16:38:18.580Z,19.1103,-67.6678,32,3.45,md,14,234,0.75,0.64,pr,pr2020038021,2020-02-08T00:40:42.815Z,"62km NW of Aguadilla, Puerto Rico",earthquake,3.69,31.72,0.29,7,reviewed,pr,pr
2020-02-08T11:14:05.700Z,17.9705,-66.8416,14,3.45,md,11,201,0.0379,0.1,pr,pr2020039026,2020-02-08T19:16:45.883Z,"2km W of Indios, Puerto Rico",earthquake,0.64,0.49,0.14,7,reviewed,pr,pr
2020-02-08T15:41:53.720Z,17.7685,-66.8728,3,3.45,md,12,249,0.2067,0.34,pr,pr2020039036,2020-02-08T23:44:18.089Z,"34km SSE of Guanica, Puerto Rico",earthquake,1.36,1.15,0.37,7,reviewed,pr,pr
2020-02-02T03:18:56.440Z,17.9891,-67.0628,7,3.49,md,12,197,0.0499,0.1,pr,pr2020033007,2020-02-08T20:24:47.487Z,"2km NW of La Parguera, Puerto Rico",earthquake,1.32,0.71,0.32,6,reviewed,pr,pr
2020-02-06T13:20:50.870Z,17.8615,-66.8573,6,3.49,ml,12,228,0.1157,0.33,pr,pr2020037015,2020-02-06T21:23:29.097Z,"21km SSE of Guanica, Puerto Rico",earthquake,1.34,0.9,0.07,5,reviewed,pr,pr
2020-02-02T15:40:23.260Z,17.977,-66.7278,6,3.5,ml,12,192,0.1382,0.15,pr,pr2020033024,2020-02-03T15:41:53.304Z,"1km NE of Penuelas, Puerto Rico",earthquake,0.73,0.41,0.16,5,reviewed,pr,pr
2020-02-05T01:41:44.113Z,60.3606,-138.221,2.97,3.5,ml,,65,0.585,0.78,us,us70007ity,2020-02-05T09:44:25.209Z,"58km SW of Haines Junction, Canada",earthquake,1.6,7.3,0.039,88,reviewed,us,us
2020-02-07T01:07:44.018Z,18.9459,-67.5965,10,3.5,ml,,194,0.661,0.37,us,us70007kkl,2020-02-07T09:10:21.357Z,"72km NW of San Antonio, Puerto Rico",earthquake,3.3,2,0.06,37,reviewed,us,us
2020-02-08T23:19:15.294Z,37.062,-97.976,5,3.5,mb_lg,,35,0.164,0.37,us,us70007lsc,2020-02-09T00:03:13.066Z,"11km SSE of Anthony, Kansas",earthquake,1.7,1.9,0.045,128,reviewed,us,us
2020-02-05T17:22:22.970Z,17.9646,-66.8483,14,3.51,md,12,201,0.0326,0.31,pr,pr2020036037,2020-02-08T03:09:56.970Z,"11km S of Indios, Puerto Rico",earthquake,1.06,0.74,0.19,5,reviewed,pr,pr
2020-02-07T09:38:31.750Z,17.9448,-66.9968,13,3.54,md,10,222,0.1214,0.16,pr,pr2020038009,2020-02-08T09:39:59.305Z,"12km SW of Guanica, Puerto Rico",earthquake,1.14,0.41,0.14,6,reviewed,pr,pr
2020-02-04T20:00:04.380Z,17.8653,-66.87,7,3.57,ml,12,228,0.1102,0.18,pr,pr2020035046,2020-02-08T17:13:15.264Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.83,0.55,0.47,9,reviewed,pr,pr
2020-02-02T00:11:20.370Z,18.9366,-67.6088,5,3.6,mb,14,189,0.5672,0.23,pr,pr2020033027,2020-02-02T18:47:20.847Z,"74km NW of San Antonio, Puerto Rico",earthquake,1.09,2.1,0,0,reviewed,pr,pr
2020-02-02T05:04:17.970Z,55.725,-161.6973,170.92,3.6,ml,,112,0.789,0.7,us,us60007mk2,2020-02-05T21:18:46.985Z,"87km WNW of Sand Point, Alaska",earthquake,5,13.1,0.06,36,reviewed,us,us
2020-02-02T17:39:09.996Z,37.8016,-114.3058,6.3,3.6,ml,11,70.82,0.207,0.2203,nn,nn00716417,2020-02-03T21:56:48.593Z,"20km SE of Pioche, Nevada",earthquake,,1.9,0,1,reviewed,nn,nn
2020-02-05T05:01:09.479Z,56.3406,-155.785,43.2,3.6,ml,,,,0.56,ak,ak0201nmbw8b,2020-02-05T19:18:29.180Z,"58km N of Chirikof Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-02-08T10:17:17.060Z,17.7728,-66.8566,5,3.61,md,11,246,0.2036,0.35,pr,pr2020039024,2020-02-08T12:18:48.314Z,"30km SSE of Guanica, Puerto Rico",earthquake,1.47,1.16,0.13,6,reviewed,pr,pr
2020-02-02T00:59:50.610Z,33.5768333,-116.8171667,5.16,3.64,mw,157,12,0.04738,0.21,ci,ci39289384,2020-02-07T01:32:01.096Z,"14km W of Anza, CA",earthquake,0.09,0.39,,6,reviewed,ci,ci
2020-02-04T15:12:11.820Z,17.8398,-66.8581,11,3.64,ml,12,237,0.1369,0.09,pr,pr2020035029,2020-02-08T02:59:40.646Z,"25km SSE of Guanica, Puerto Rico",earthquake,0.92,0.59,0,0,reviewed,pr,pr
2020-02-02T01:44:27.090Z,18.0031,-66.7918,12,3.68,md,12,171,0.0918,0.24,pr,pr2020033004,2020-02-08T12:53:49.384Z,"4km N of Guayanilla, Puerto Rico",earthquake,1.17,0.93,0.05,5,reviewed,pr,pr
2020-02-06T10:09:30.250Z,18.8918,-67.653,7,3.69,md,15,185,0.5363,0.59,pr,pr2020037010,2020-02-06T18:12:05.729Z,"73km NW of Aguadilla, Puerto Rico",earthquake,2.2,31.61,0.58,7,reviewed,pr,pr
2020-02-02T16:23:49.480Z,65.3958,-150.0163,18.1,3.7,ml,,,,0.66,ak,ak0201iuef96,2020-02-05T21:21:12.085Z,"55km NE of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-02T17:34:29.739Z,37.795,-114.3031,3.2,3.7,ml,13,64.95,0.213,0.1627,nn,nn00716412,2020-02-03T21:54:01.147Z,"19km SE of Pioche, Nevada",earthquake,,1.9,0.45,2,reviewed,nn,nn
2020-02-04T16:15:24.629Z,60.3762,-138.242,5,3.7,ml,,83,0.163,0.57,us,us60007ph3,2020-02-05T20:34:56.901Z,"57km SW of Haines Junction, Canada",earthquake,1.8,2,0.037,97,reviewed,us,us
2020-02-03T05:02:13.020Z,17.9206,-66.8486,10,3.76,md,12,213,0.0625,0.29,pr,pr2020034007,2020-02-08T21:16:40.233Z,"15km SSE of Guanica, Puerto Rico",earthquake,1.12,0.82,0.17,5,reviewed,pr,pr
2020-02-06T08:20:24.620Z,40.3025,-124.3835,8.8,3.76,mw,21,237,0.0343,0.09,nc,nc73336226,2020-02-08T05:28:57.745Z,"9km WSW of Petrolia, CA",earthquake,0.5,0.24,,5,reviewed,nc,nc
2020-02-03T00:33:18.410Z,17.9095,-66.701,6,3.8,ml,14,211,0.1635,0.17,pr,pr2020034000,2020-02-08T15:34:22.802Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,1.02,0.68,0.27,6,reviewed,pr,pr
2020-02-02T02:26:55.480Z,19.1081,-67.9838,9,3.86,md,12,327,0.8822,0.46,pr,pr2020033006,2020-02-02T10:29:37.074Z,"76km NW of San Antonio, Puerto Rico",earthquake,20.79,29.47,0.15,6,reviewed,pr,pr
2020-02-08T10:09:39.650Z,17.787,-66.8741,4,3.89,md,11,246,0.1882,0.34,pr,pr2020039019,2020-02-08T18:12:15.507Z,"30km S of Guanica, Puerto Rico",earthquake,1.86,1.47,0.05,6,reviewed,pr,pr
2020-02-02T06:35:35.463Z,66.0131,-166.192,5.6,3.9,ml,,,,0.66,ak,ak0201ioimvx,2020-02-05T21:23:33.884Z,"31km SSW of Shishmaref, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-02T14:57:54.611Z,58.2075,-155.9765,149.1,3.9,ml,,,,0.72,ak,ak0201iteyya,2020-02-05T21:19:14.462Z,"66km SE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-04T17:29:27.640Z,17.8638,-66.8751,4,3.9,ml,13,229,0.1114,0.39,pr,pr2020035037,2020-02-08T10:11:08.071Z,"23km S of Guanica, Puerto Rico",earthquake,1.69,1.05,0.21,7,reviewed,pr,pr
2020-02-04T21:24:55.240Z,10.6709,-61.8787,10,3.9,mb,,156,1.469,0.9,us,us70007irk,2020-02-05T17:35:09.633Z,"37km W of Mucurapo, Trinidad and Tobago",earthquake,7,2,0.364,2,reviewed,us,us
2020-02-08T20:03:38.619Z,67.3851,-146.6847,19.4,3.9,ml,,,,0.92,ak,ak0201stvxem,2020-02-08T23:09:36.040Z,"93km SW of Arctic Village, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2020-02-02T17:35:05.890Z,19.59,-68.984,36,3.92,ml,12,219,1.9282,0.38,pr,pr2020033026,2020-02-02T18:35:29.184Z,"56km NE of Santa Barbara de Samana, Dominican Republic",earthquake,3.89,27.99,0,0,reviewed,pr,pr
2020-02-08T19:34:20.730Z,35.0946655,-116.9641647,2.02,3.93,mw,91,33,0.2205,0.15,ci,ci39296624,2020-02-09T00:04:57.625Z,"22km NNE of Barstow, CA",earthquake,0.15,0.89,,4,reviewed,ci,ci
2020-02-08T08:56:45.680Z,17.7648,-66.8766,3,3.95,md,10,250,0.2103,0.45,pr,pr2020039016,2020-02-08T18:33:21.386Z,"27km SSE of Guanica, Puerto Rico",earthquake,2.4,1.57,0.04,4,reviewed,pr,pr
2020-02-04T19:53:16.040Z,17.8706,-66.8695,5,3.96,ml,12,227,0.1049,0.3,pr,pr2020035045,2020-02-08T14:36:55.233Z,"18km SSE of Guanica, Puerto Rico",earthquake,1.31,0.9,0,0,reviewed,pr,pr
2020-02-02T17:59:17.042Z,13.7509,-91.9212,52,4,mb,,252,0.799,1.28,us,us60007muj,2020-02-02T18:50:52.040Z,"60km S of Champerico, Guatemala",earthquake,9,12.8,0.119,19,reviewed,us,us
2020-02-06T04:10:13.518Z,44.2425,16.0027,15.35,4,mb,,54,2.162,0.99,us,us70007jn3,2020-02-08T03:29:08.818Z,"13km ESE of Gracac, Croatia",earthquake,4,6.7,0.195,7,reviewed,us,us
2020-02-06T04:53:51.700Z,32.739,34.6699,10,4,mb,,138,1.621,0.39,us,us70007jnl,2020-02-07T16:29:06.048Z,"25km WNW of `Atlit, Israel",earthquake,5.7,2,0.298,3,reviewed,us,us
2020-02-08T07:23:06.512Z,61.9845,-138.7725,10,4,mb,,21,0.483,0.99,us,us70007lfh,2020-02-08T18:31:13.551Z,"153km NNW of Haines Junction, Canada",earthquake,4.5,2,0.156,11,reviewed,us,us
2020-02-08T09:38:40.647Z,19.3402,-78.9173,10,4,mb,,73,1.715,1.15,us,us70007lgh,2020-02-08T17:34:10.328Z,"125km NW of Lucea, Jamaica",earthquake,2.7,2,0.368,2,reviewed,us,us
2020-02-02T00:25:46.790Z,18.9293,-67.6931,10,4.1,ml,16,186,0.7429,0.94,pr,pr2020033001,2020-02-02T01:08:38.876Z,"71km NW of Rincon, Puerto Rico",earthquake,3.8,31.61,0,0,reviewed,pr,pr
2020-02-02T02:27:10.107Z,35.2001,27.811,10,4.1,mb,,125,0.634,1.3,us,us60007mhx,2020-02-02T02:48:12.040Z,"64km ESE of Karpathos, Greece",earthquake,5.7,1.9,0.175,9,reviewed,us,us
2020-02-02T04:35:45.110Z,18.922,-67.6536,10,4.1,ml,15,187,0.5651,0.37,pr,pr2020033010,2020-02-02T12:38:09.900Z,"72km NW of San Antonio, Puerto Rico",earthquake,1.8,31.61,0.07,9,reviewed,pr,pr
2020-02-02T11:31:02.122Z,18.2948,-81.7313,10,4.1,mb,,76,3.988,0.61,us,us60007mqj,2020-02-02T17:34:47.597Z,"116km SSW of George Town, Cayman Islands",earthquake,7.1,1.7,0.145,13,reviewed,us,us
2020-02-03T03:59:28.252Z,51.2202,179.6275,42.17,4.1,mb,,228,0.258,0.77,us,us60007n7c,2020-02-06T02:45:07.488Z,"81km S of Semisopochnoi Island, Alaska",earthquake,6.8,9.9,0.064,66,reviewed,us,us
2020-02-05T23:35:07.577Z,51.1166,-176.0974,41.15,4.1,mb,,203,0.85,0.66,us,us70007jjv,2020-02-06T01:25:04.794Z,"93km SSE of Adak, Alaska",earthquake,5.9,9.8,0.103,26,reviewed,us,us
2020-02-06T20:45:14.994Z,27.015,103.376,32.63,4.1,mb,,86,6.281,1.17,us,us70007k9n,2020-02-06T21:32:37.040Z,"24km SW of Wenping, China",earthquake,9.3,6.2,0.112,22,reviewed,us,us
2020-02-07T02:16:02.585Z,35.0097,26.6026,10,4.1,mb,,118,0.704,0.95,us,us70007klt,2020-02-07T02:34:50.040Z,"38km ESE of Palaikastron, Greece",earthquake,3.4,1.9,0.127,17,reviewed,us,us
2020-02-07T18:30:16.752Z,51.6143,-171.1719,29.06,4.1,mb,,182,1.443,1.08,us,us70007l22,2020-02-08T16:09:00.040Z,"97km S of Amukta Island, Alaska",earthquake,5.1,6.2,0.059,79,reviewed,us,us
2020-02-02T00:02:50.770Z,18.857,-67.693,10,4.2,ml,15,180,0.5187,0.72,pr,pr2020033000,2020-02-03T19:21:21.930Z,"65km NW of San Antonio, Puerto Rico",earthquake,3.23,31.61,0.25,9,reviewed,pr,pr
2020-02-02T01:42:01.840Z,18.99,-67.701,10,4.2,ml,15,225,0.6449,0.59,pr,pr2020033005,2020-02-02T03:57:40.851Z,"70km NW of San Antonio, Puerto Rico",earthquake,2.49,31.61,0.23,7,reviewed,pr,pr
2020-02-02T05:37:00.309Z,38.3165,75.2811,123.95,4.2,mb,,73,2.951,1.34,us,us60007mkg,2020-02-02T05:57:19.040Z,"116km E of Murghob, Tajikistan",earthquake,4.5,9.3,0.132,16,reviewed,us,us
2020-02-02T09:27:15.817Z,18.4007,-81.7951,10,4.2,mb,,55,4.051,1.01,us,us60007mnz,2020-02-02T17:30:44.982Z,"107km SSW of George Town, Cayman Islands",earthquake,5.9,1.8,0.061,75,reviewed,us,us
2020-02-02T11:36:40.400Z,39.0808,27.8897,5.02,4.2,mb,,72,0.558,0.58,us,us60007mql,2020-02-02T12:06:43.040Z,"18km NNE of Akhisar, Turkey",earthquake,3.4,6,0.187,8,reviewed,us,us
2020-02-03T04:49:09.111Z,60.5701,-152.3739,94.3,4.2,ml,,,,0.49,ak,ak0201kay1xy,2020-02-04T23:41:50.950Z,"22km ENE of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-03T13:02:51.530Z,14.1184,-91.3187,86.43,4.2,mb,,188,0.544,0.67,us,us60007ndp,2020-02-03T14:16:07.040Z,"9km SSW of Nueva Concepcion, Guatemala",earthquake,8.9,8.2,0.098,29,reviewed,us,us
2020-02-04T21:38:05.050Z,39.8237,54.6411,15.36,4.2,mb,,79,7.609,0.93,us,us70007il3,2020-02-04T22:54:02.447Z,"41km NE of Balkanabat, Turkmenistan",earthquake,5.6,7,0.104,26,reviewed,us,us
2020-02-06T18:06:56.307Z,38.0053,22.3626,18.08,4.2,mb,,61,0.895,1.14,us,us70007k3a,2020-02-06T23:30:32.040Z,"14km SSW of Dhervenion, Greece",earthquake,4.9,4.9,0.118,20,reviewed,us,us
2020-02-03T06:37:10.090Z,19.333,-155.2005,7.71,4.22,ml,47,80,0.04297,0.09,hv,hv71365812,2020-02-07T01:54:03.895Z,"7km S of Volcano, Hawaii",earthquake,0.27,0.48,0.185,53,reviewed,hv,hv
2020-02-02T00:11:39.510Z,18.8986,-67.821,10,4.25,md,12,321,0.6174,0.62,pr,pr2020033002,2020-02-05T04:48:04.785Z,"76km NW of San Antonio, Puerto Rico",earthquake,3.78,31.61,0.18,7,reviewed,pr,pr
2020-02-02T00:23:48.324Z,39.0436,27.9056,10,4.3,mb,,24,0.595,0.96,us,us60007mf3,2020-02-02T21:30:54.439Z,"15km NNE of Akhisar, Turkey",earthquake,5.4,1.9,0.129,17,reviewed,us,us
2020-02-02T16:02:22.203Z,-7.615,128.4739,149.57,4.3,mb,,56,2.822,0.7,us,us60007mtl,2020-02-02T17:47:49.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.4,9.3,0.137,15,reviewed,us,us
2020-02-03T03:32:06.612Z,13.816,-91.9495,22.63,4.3,mb,,180,0.746,0.8,us,us60007n3r,2020-02-03T04:37:42.040Z,"53km S of Champerico, Guatemala",earthquake,6.6,4.4,0.059,82,reviewed,us,us
2020-02-03T16:11:16.419Z,37.4583,72.1225,191.29,4.3,mb,,122,2.037,0.55,us,us60007ngv,2020-02-03T17:14:38.040Z,"34km NE of Roshtqal'a, Tajikistan",earthquake,7.5,6.5,0.168,10,reviewed,us,us
2020-02-03T17:58:50.851Z,54.7058,-59.8639,10.58,4.3,mb,,62,4.038,1.01,us,us60007nlx,2020-02-04T00:01:35.040Z,"61km SW of Makkovik, Canada",earthquake,6.5,5.2,0.097,30,reviewed,us,us
2020-02-04T02:13:41.896Z,51.7235,-179.9795,94.9,4.3,mb,,130,0.319,0.35,us,us60007p2k,2020-02-04T10:16:07.822Z,"38km SE of Semisopochnoi Island, Alaska",earthquake,9.6,6.9,0.103,27,reviewed,us,us
2020-02-04T11:19:56.079Z,3.0863,98.9785,182.32,4.3,mb,,78,0.393,0.57,us,us60007paq,2020-02-04T13:23:06.040Z,"17km NW of Pematangsiantar, Indonesia",earthquake,8.1,4.2,0.088,36,reviewed,us,us
2020-02-08T05:11:10.486Z,-40.5487,173.3324,167.6,4.3,mb,,96,0.56,0.77,us,us70007le8,2020-02-08T06:56:10.767Z,"56km NE of Takaka, New Zealand",earthquake,5.7,7.4,0.306,3,reviewed,us,us
2020-02-02T05:55:07.743Z,19.1602,-80.0157,10,4.4,mb,,65,2.528,1.03,us,us60007mkr,2020-02-02T17:37:45.414Z,"116km E of East End, Cayman Islands",earthquake,7.5,2,0.061,79,reviewed,us,us
2020-02-02T22:52:54.469Z,47.0088,154.2333,10,4.4,mb,,138,6.5,0.85,us,us60007mzi,2020-02-02T23:12:15.040Z,"Kuril Islands",earthquake,12.9,1.9,0.103,27,reviewed,us,us
2020-02-03T05:26:29.862Z,36.5181,71.1189,109.17,4.4,mb,,74,1.098,1.1,us,us60007n5s,2020-02-03T07:38:44.040Z,"41km WSW of Ashkasham, Afghanistan",earthquake,6.7,7.8,0.107,25,reviewed,us,us
2020-02-03T15:46:59.597Z,-6.2516,130.6267,119.45,4.4,mb,,76,1.844,0.93,us,us60007ng2,2020-02-03T16:11:58.040Z,"202km NNW of Saumlaki, Indonesia",earthquake,6.2,8.5,0.123,19,reviewed,us,us
2020-02-03T15:55:56.575Z,29.0179,104.7752,10,4.4,mb,,205,4.294,0.78,us,us60007nhc,2020-02-03T17:24:32.040Z,"27km NW of Nanxi, China",earthquake,9.2,2,0.169,12,reviewed,us,us
2020-02-03T22:19:43.641Z,38.347,39.1306,10,4.4,mb,,65,0.97,1.2,us,us60007nxs,2020-02-03T22:41:47.040Z,"8km ENE of Doganyol, Turkey",earthquake,3,1.9,0.088,37,reviewed,us,us
2020-02-04T02:10:54.337Z,35.2809,27.9962,10,4.4,mb,,55,0.732,0.87,us,us60007p2h,2020-02-04T02:22:46.040Z,"75km ESE of Karpathos, Greece",earthquake,5.2,1.9,0.095,32,reviewed,us,us
2020-02-04T21:48:41.685Z,35.1839,27.8305,12.41,4.4,mb,,116,0.656,0.76,us,us70007ili,2020-02-04T22:11:34.040Z,"66km ESE of Karpathos, Greece",earthquake,5.6,5.6,0.134,16,reviewed,us,us
2020-02-04T22:47:30.389Z,47.5201,146.6365,389.12,4.4,mb,,98,2.699,0.82,us,us70007ipl,2020-02-04T23:26:21.040Z,"228km SW of Vostok, Russia",earthquake,10.7,6.9,0.055,95,reviewed,us,us
2020-02-04T23:38:11.472Z,0.1154,123.4391,137.77,4.4,mb,,38,1.329,1.2,us,us70007ire,2020-02-05T00:15:23.040Z,"38km SE of Bilungala, Indonesia",earthquake,6.9,3.6,0.088,37,reviewed,us,us
2020-02-06T08:24:29.310Z,54.363,-161.369,35,4.4,mwr,,163,1.115,0.92,us,us70007jrs,2020-02-06T18:52:08.094Z,"121km SSW of Sand Point, Alaska",earthquake,5.4,1.8,0.098,10,reviewed,us,us
2020-02-07T02:23:58.750Z,35.0248,26.5477,10,4.4,mb,,113,0.723,0.91,us,us70007klv,2020-02-07T02:57:15.040Z,"33km SE of Palaikastron, Greece",earthquake,5.5,1.9,0.095,32,reviewed,us,us
2020-02-07T04:45:31.959Z,37.9848,22.3794,10,4.4,mb,,62,0.881,1.04,us,us70007knx,2020-02-07T05:09:58.040Z,"16km S of Dhervenion, Greece",earthquake,5.6,1.9,0.179,9,reviewed,us,us
2020-02-07T11:00:40.198Z,11.1226,93.5748,130.9,4.4,mb,,105,0.971,0.77,us,us70007ksx,2020-02-07T11:20:17.040Z,"108km SE of Port Blair, India",earthquake,6.4,6.7,0.091,35,reviewed,us,us
2020-02-07T16:00:42.452Z,-22.8773,-68.779,121.86,4.4,mb,,84,0.558,0.65,us,us70007kwy,2020-02-07T17:15:46.040Z,"48km SSE of Calama, Chile",earthquake,6.4,10.2,0.268,4,reviewed,us,us
2020-02-08T19:25:56.181Z,-2.9573,129.8468,10,4.4,mb,,89,2.399,0.93,us,us70007ln5,2020-02-08T22:47:27.040Z,"111km ENE of Amahai, Indonesia",earthquake,6.8,1.9,0.127,18,reviewed,us,us
2020-02-02T19:35:12.832Z,27.6038,140.1622,460.93,4.5,mb,,82,1.868,0.94,us,us60007mw5,2020-02-02T19:51:00.040Z,"211km WNW of Chichi-shima, Japan",earthquake,15,11.7,0.11,24,reviewed,us,us
2020-02-03T10:29:55.632Z,10.6424,-86.0037,10,4.5,mb,,150,0.658,0.53,us,us60007nbd,2020-02-05T02:17:10.839Z,"41km WNW of Sardinal, Costa Rica",earthquake,6.3,1.9,0.087,39,reviewed,us,us
2020-02-04T00:10:56.440Z,19.3141,-68.5781,12,4.5,ml,16,281,1.4394,0.88,pr,pr2020035000,2020-02-04T16:35:32.040Z,"38km NNE of Punta Cana, Dominican Republic",earthquake,4.39,31.61,0.51,8,reviewed,pr,pr
2020-02-04T14:10:23.840Z,19.7919,95.911,10,4.5,mb,,147,1.433,0.54,us,us60007pe6,2020-02-04T19:46:53.113Z,"23km WNW of Nay Pyi Taw, Burma",earthquake,4,1.9,0.124,19,reviewed,us,us
2020-02-04T20:35:40.401Z,-22.8993,-68.2463,129.51,4.5,mb,,43,0.081,1.18,us,us70007iiu,2020-02-06T22:18:27.040Z,"3km WNW of San Pedro de Atacama, Chile",earthquake,8.7,9.1,0.145,15,reviewed,us,us
2020-02-05T11:24:22.551Z,-4.9489,152.9781,18.73,4.5,mb,,153,1.107,0.44,us,us70007izm,2020-02-05T11:43:58.040Z,"53km S of Taron, Papua New Guinea",earthquake,9.4,6,0.115,22,reviewed,us,us
2020-02-05T19:23:01.566Z,20.0874,121.4495,35,4.5,mb,,120,2.738,0.83,us,us70007jdt,2020-02-06T15:05:16.040Z,"51km WSW of Sabtang, Philippines",earthquake,9.6,2,0.077,49,reviewed,us,us
2020-02-05T23:17:59.211Z,18.5451,145.7093,199,4.5,mb,,144,3.286,1.24,us,us70007jjq,2020-02-05T23:42:03.040Z,"24km S of Agrihan, Northern Mariana Islands",earthquake,12.3,8.3,0.078,48,reviewed,us,us
2020-02-06T16:32:51.513Z,1.4567,128.1519,20.89,4.5,mb,,104,1.038,0.53,us,us70007k13,2020-02-07T16:09:06.040Z,"33km SSE of Tobelo, Indonesia",earthquake,5,3.8,0.11,27,reviewed,us,us
